-4.304536381116669475e+00,3.615148294802160045e+00,1.677618542708039673e+00,9.193295597758606164e-01
-3.946057091886624679e+00,3.973294585272906687e+00,1.785373353935270080e+00,-4.706946624827084702e-01
-4.245447330614790182e+00,2.255252675818835595e+00,1.785373353935270080e+00,-6.790791946335451579e-01
-4.170652453759607248e+00,2.117217447566188238e+00,1.785373353935270080e+00,-7.199575704130500853e-01
-4.309351830992639520e+00,3.404172004400382257e+00,1.785373353935270080e+00,-6.189316245117139070e-01
-3.072898356470300296e+00,4.326590915226880441e+00,1.903118861708001486e+00,-2.373096122081174153e-01
-3.514242013177405699e+00,3.441233083753285626e+00,1.903118861708001486e+00,5.050499218455511974e-02
-2.943688744753857112e+00,4.052301900387856648e+00,1.903118861708001486e+00,1.213890499050734317e-01
-2.730803907955484888e+00,4.387420220759308265e+00,1.903118861708001486e+00,2.551998430727974720e-01
-3.856483076130792220e+00,3.482773552367965042e+00,1.903118861708001486e+00,-3.396388118999869032e-01
-1.255900151333539050e+00,4.879973119546230365e+00,1.903118861708001486e+00,1.530663418142244048e-01
-6.377419060624247571e-01,4.976115158487337986e+00,1.903118861708001486e+00,4.870741988746851714e-01
8.428613668232090017e-01,4.867589463996076837e+00,1.903118861708001486e+00,-2.022138961561888992e-01
9.541346640247090338e-01,4.750255404054449571e+00,1.903118861708001486e+00,2.154914640387795011e-01
-2.136029187244222527e+00,4.896053999463249262e+00,1.903118861708001486e+00,-1.594986356465412092e-01
-1.223313816242781737e-01,4.956226877837234923e+00,1.903118861708001486e+00,-4.353036573640309270e-02
-1.445317617863693727e+00,4.700664523599737521e+00,1.903118861708001486e+00,-2.147981397464971964e-01
-2.169504316869506066e+00,4.988416279646219031e+00,1.812618585922691095e+00,4.445716001496714531e-01
-2.598780709402912947e+00,4.737879844955656061e+00,1.636282285805461534e+00,-9.046917394063376250e-01
-2.010638860880826773e+00,4.838525190443616175e+00,1.614386065276612880e+00,-1.164627145532072916e+00
-2.766503167546903175e+00,3.811140274635201219e+00,1.614386065276612880e+00,-1.003443911087092077e+00
-3.094822269341612753e+00,4.113440640485858779e+00,1.614386065276612880e+00,-1.122877987589606441e+00
-3.740603528892553875e+00,4.521492680117018992e+00,1.614386065276612880e+00,-1.653251430623610130e-01
-3.808157582891307680e+00,4.250249603664948417e+00,1.744041939600970537e+00,-6.108684350867625845e-01
